url,Perfume,Brand,Country,Gender,Rating Value,Rating Count,Year,Top,Middle,Base,Perfumer1,Perfumer2,mainaccord1,mainaccord2,mainaccord3,mainaccord4,mainaccord5,Lifecycle_Status
https://www.fragrantica.com/perfume/donna-karan/dkny-be-delicious-498.html,dkny-be-delicious,donna-karan,USA,women,"3,6",14952,2004.0,"cucumber, grapefruit, magnolia","green apple, lily-of-the-valley, tuberose, violet, rose","woodsy notes, sandalwood, amber",maurice roucel,,green,fruity,aquatic,ozonic,fresh,Active
https://www.fragrantica.com/perfume/kenzo/flower-by-kenzo-72.html,flower-by-kenzo,kenzo,France,women,"3,62",13967,2000.0,"bulgarian rose, hawthorn, black currant, mandarin orange","parma violet, rose, opoponax, jasmine","vanilla, white musk, incense",alberto morillas,christian dussoulier,powdery,floral,violet,rose,amber,Active
https://www.fragrantica.com/perfume/marc-jacobs/honey-18272.html,honey,marc-jacobs,USA,women,"3,62",2459,2013.0,"punch, pear, mandarin orange","honeysuckle, orange blossom, peach","honey, vanilla, woodsy notes",ann gottlieb,annie buzantian,fruity,sweet,white floral,honey,citrus,Active
https://www.fragrantica.com/perfume/paco-rabanne/lady-million-9045.html,lady-million,paco-rabanne,Spain,women,"3,62",12921,2010.0,"raspberry, neroli, amalfi lemon","jasmine, african orange flower, gardenia","white honey, patchouli, amber",unknown,,white floral,sweet,honey,citrus,fruity,Active
https://www.fragrantica.com/perfume/tiffany/tiffany-co-46039.html,tiffany-co,tiffany,USA,women,"3,62",2424,2017.0,"mandarin orange, bergamot, lemon","iris, rose, black currant, peach","musk, patchouli",daniela (roche) andrier,,citrus,powdery,iris,musky,woody,Active
https://www.fragrantica.com/perfume/cacharel/eden-244.html,eden,cacharel,France,women,"3,63",7766,1994.0,"peach, bergamot, mandarin orange, lemon","water lily, mimosa, tuberose, melon, lotus, pineapple, jasmine, lily-of-the-valley, rose","patchouli, black locust, sandalwood, cedar, tonka bean",jean guichard,,white floral,floral,woody,sweet,aquatic,Active
https://www.fragrantica.com/perfume/calvin-klein/eternity-257.html,eternity,calvin-klein,USA,women,"3,63",8158,1988.0,"green notes, freesia, sage, citruses, mandarin orange","carnation, lily, lily-of-the-valley, narcissus, marigold, violet, rose, jasmine","musk, heliotrope, sandalwood, amber, patchouli",sophia grojsman,,floral,white floral,green,aromatic,warm spicy,Active
https://www.fragrantica.com/perfume/calvin-klein/secret-obsession-3592.html,secret-obsession,calvin-klein,USA,women,"3,63",3096,2008.0,"nutmeg, plum, mace, rose","tuberose, jasmine, orchid, ylang-ylang, orange blossom","sandalwood, amber, vanilla, cashmere wood, cedar, wormwood, orris",unknown,,fresh spicy,woody,white floral,fruity,powdery,Active
https://www.fragrantica.com/perfume/creed/aventus-for-her-38497.html,aventus-for-her,creed,France,women,"3,63",2535,2016.0,"green apple, bergamot, lemon, patchouli, pink pepper, violet","musk, rose, sandalwood, styrax","black currant, peach, amber, lilac, ylang-ylang",unknown,,fruity,citrus,woody,powdery,musky,Active
https://www.fragrantica.com/perfume/marc-jacobs/dot-14781.html,dot,marc-jacobs,USA,women,"3,63",3361,2012.0,"red berries, pitahaya, honeysuckle","coconut, jasmine, orange blossom","driftwood, musk, vanilla",ann gottlieb,annie buzantian,fruity,white floral,tropical,sweet,fresh,Active
https://www.fragrantica.com/perfume/jennifer-lopez/glow-869.html,glow,jennifer-lopez,USA,women,"3,63",5283,2002.0,"neroli, orange blossom, grapefruit","jasmine, rose, tuberose","musk, sandalwood, orris root, amber, vanilla",catherine walsh,louise turner,white floral,citrus,musky,powdery,rose,Active
https://www.fragrantica.com/perfume/giorgio-beverly-hills/giorgio-1889.html,giorgio,giorgio-beverly-hills,USA,women,"3,63",2866,1981.0,"orange blossom, apricot, peach, bergamot","tuberose, gardenia, ylang-ylang, jasmine, orchid, rose","chamomile, oakmoss, vanilla, musk, amber, sandalwood, patchouli, cedar",bob aliano,,white floral,tuberose,woody,sweet,powdery,Active
https://www.fragrantica.com/perfume/carolina-herrera/bad-boy-55449.html,bad-boy,carolina-herrera,USA,men,"3,64",3443,2019.0,"white pepper, bergamot, pink pepper","cedarwood, clary sage","tonka bean, cacao",louise turner,quentin bisch,warm spicy,fresh spicy,cacao,vanilla,aromatic,Active
https://www.fragrantica.com/perfume/chloe/chloe-parfums-chloe-343.html,chloe-parfums-chloe,chloe,France,women,"3,64",2418,1975.0,"aldehydes, peach, honeysuckle, hiacynth, lilac, ylang-ylang, orange blossom, coconut, bergamot","tuberose, narcissus, carnation, jasmine, orris root, rose","oakmoss, amber, sandalwood, benzoin, musk, cedar",betty busse,,white floral,floral,tuberose,aldehydic,woody,Active
https://www.fragrantica.com/perfume/juliette-has-a-gun/vanilla-vibes-54878.html,vanilla-vibes,juliette-has-a-gun,France,unisex,"3,64",4473,2019.0,salt,"vanilla absolute, orchid","tonka bean, sandalwood, musk, benzoin",unknown,,vanilla,salty,powdery,sweet,amber,Active
https://www.fragrantica.com/perfume/lancome/la-vie-est-belle-14982.html,la-vie-est-belle,lancome,France,women,"3,64",28982,2012.0,"black currant, pear","iris, jasmine, orange blossom","praline, vanilla, patchouli, tonka bean",unknown,,sweet,vanilla,fruity,patchouli,woody,Active
https://www.fragrantica.com/perfume/lancome/tresor-172.html,tresor,lancome,France,women,"3,64",12043,1990.0,"peach, rose, apricot blossom, lilac, pineapple, lily-of-the-valley, bergamot","rose, iris, heliotrope, jasmine","peach, apricot, vanilla, sandalwood, amber, musk",sophia grojsman,,fruity,powdery,floral,sweet,rose,Active
https://www.fragrantica.com/perfume/yves-saint-laurent/kouros-735.html,kouros,yves-saint-laurent,France,men,"3,64",7401,1981.0,"aldehydes, coriander, clary sage, artemisia, bergamot","patchouli, carnation, geranium, vetiver, cinnamon, jasmine, orris root, lavender","civet, honey, leather, musk, oakmoss, amber, tonka bean, vanilla",pierre bourdon,,musky,animalic,aromatic,powdery,honey,Active
https://www.fragrantica.com/perfume/burberry/body-13014.html,body,burberry,UK,women,"3,65",7867,2011.0,"peach, wormwood, freesia","rose, sandalwood, iris","musk, cashmere wood, vanille, amber",michel almairac,,powdery,woody,musky,rose,floral,Active
https://www.fragrantica.com/perfume/chanel/chanel-no-5-eau-de-parfum-40069.html,chanel-no-5-eau-de-parfum,chanel,France,women,"3,65",8794,1986.0,"aldehydes, ylang-ylang, neroli, bergamot, peach","iris, jasmine, rose, lily-of-the-valley","sandalwood, vanilla, oakmoss, vetiver, patchouli",jacques polge,,woody,aldehydic,fresh,white floral,powdery,Active
https://www.fragrantica.com/perfume/estee-lauder/beyond-paradise-530.html,beyond-paradise,estee-lauder,France,women,"3,65",3336,2003.0,"hyacinth, orange blossom, grapefruit, bergamot, lemon","jasmine, gardenia, honeysuckle, orchid","hibiscus, plum wood, ambrette (musk mallow), amber",calice becker,,white floral,floral,citrus,fresh spicy,green,Active
https://www.fragrantica.com/perfume/amouage/blossom-love-43476.html,blossom-love,amouage,Oman,women,"3,65",2655,2017.0,"heliotrope, bergamot","amaretto, cherry blossom, ylang-ylang, rose","vanilla, tonka bean, suede, amber",elise benat,nathalie lorson,vanilla,floral,almond,fruity,powdery,Active
https://www.fragrantica.com/perfume/gucci/guilty-pour-homme-11037.html,guilty-pour-homme,gucci,Italy,men,"3,65",3611,2011.0,"lavender, amalfi lemon",african orange flower,"virginia cedar, patchouli, vanilla",jacques huclier,,citrus,lavender,woody,white floral,aromatic,Active
https://www.fragrantica.com/perfume/guerlain/la-petite-robe-noire-14681.html,la-petite-robe-noire,guerlain,France,women,"3,65",10616,2012.0,"sour cherry, almond, red berries, bergamot","licorice, rose, tea, taif rose","vanilla, anise, tonka bean, patchouli, iris",thierry wasser,,sweet,cherry,fruity,almond,nutty,Active
https://www.fragrantica.com/perfume/tom-ford/orchid-soleil-38650.html,orchid-soleil,tom-ford,USA,women,"3,65",3434,2016.0,"cypress, pink pepper, bitter orange","tuberose, red lily","whipped cream, chestnut, vanilla, orchid, patchouli",sonia constant,,white floral,vanilla,sweet,tuberose,lactonic,Active
https://www.fragrantica.com/perfume/versace/yellow-diamond-13064.html,yellow-diamond,versace,Italy,women,"3,65",6138,2011.0,"amalfi lemon, pear, bergamot, neroli","mimosa, freesia, water lily, african orange flower","musk, guaiac wood, amber",unknown,,citrus,floral,yellow floral,powdery,sweet,Active
https://www.fragrantica.com/perfume/ariana-grande/thank-u-next-56741.html,thank-u-next,ariana-grande,USA,women,"3,66",3495,2019.0,"raspberry, pear","coconut, pink rose","macarons, musk",jérôme epinette,,sweet,coconut,fruity,vanilla,almond,Active
https://www.fragrantica.com/perfume/gucci/flora-by-gucci-eau-de-toilette-5226.html,flora-by-gucci-eau-de-toilette,gucci,Italy,women,"3,66",5190,2009.0,"peony, citruses, mandarin orange","osmanthus, rose","sandalwood, pink pepper, patchouli",firmenich,,floral,citrus,fresh,rose,fruity,Active
https://www.fragrantica.com/perfume/maison-martin-margiela/sailing-day-47891.html,sailing-day,maison-martin-margiela,France,unisex,"3,66",2647,2017.0,"sea notes, aldehydes, coriander, red pepper","juniper, iris, amyl salicylate, rose","seaweed, ambergris, cedar, amberwood",unknown,,marine,aromatic,aldehydic,aquatic,woody,Active
https://www.fragrantica.com/perfume/versace/versace-pour-femme-dylan-turquoise-62966.html,versace-pour-femme-dylan-turquoise,versace,Italy,women,"3,66",2768,2020.0,"lemon, mandarin orange, pink pepper","guava, freesia, cassis, jasmine","clearwood, musk, cedar",sophie labbé,,citrus,woody,fruity,musky,soft spicy,Active
https://www.fragrantica.com/perfume/vilhelm-parfumerie/mango-skin-49305.html,mango-skin,vilhelm-parfumerie,USA,unisex,"3,66",2515,2018.0,"mango, blackberry, black pepper","jasmine, orris, lotus","vanilla, icing pink, patchouli",unknown,,tropical,fruity,sweet,terpenic,,Active
https://www.fragrantica.com/perfume/avon/little-black-dress-1864.html,little-black-dress,avon,USA,women,"3,67",4268,2001.0,"cyclamen, coriander, african ginger, apricot blossom, honeysuckle","ylang-ylang, jasmine, gardenia, pink peony, datura","japanese plum, sandalwood, musk, tonka bean, woody notes",barbara zoebelein,,white floral,floral,woody,fruity,sweet,Active
https://www.fragrantica.com/perfume/chanel/gabrielle-43718.html,gabrielle,chanel,France,women,"3,67",6989,2017.0,"grapefruit, mandarin orange, black currant","orange blossom, jasmine, ylang-ylang, tuberose, lily-of-the-valley, pear, pink pepper","musk, sandalwood, cashmeran, orris",olivier polge,,white floral,citrus,woody,sweet,fruity,Active
https://www.fragrantica.com/perfume/maison-martin-margiela/bubble-bath-60105.html,bubble-bath,maison-martin-margiela,France,unisex,"3,67",3337,2020.0,"soap, bergamot","lavender, jasmine, rose","coconut, white musk, patchouli",unknown,,soapy,coconut,musky,sweet,lavender,Active
https://www.fragrantica.com/perfume/calvin-klein/escape-271.html,escape,calvin-klein,USA,women,"3,68",3095,1991.0,"melon, chamomile, marigold, tagetes, hiacynth, apricot, oakmoss, apple, coriander, mandarin orange, ylang-ylang, litchi, black currant, cassia","peach, lily-of-the-valley, carnation, rose, jasmine, cloves","oakmoss, musk, sandalwood, amber, vetiver, cedar, vanilla",claude dir,,aromatic,fruity,floral,herbal,sweet,Active
https://www.fragrantica.com/perfume/ex-nihilo/fleur-narcotique-27571.html,fleur-narcotique,ex-nihilo,France,unisex,"3,68",5251,2014.0,"litchi, bergamot, peach","peony, orange blossom, jasmine, petalia","musk, moss, woody notes",quentin bisch,,white floral,floral,fresh,fruity,citrus,Active
https://www.fragrantica.com/perfume/givenchy/dahlia-noir-12146.html,dahlia-noir,givenchy,France,women,"3,68",2625,2011.0,"pink pepper, mimosa, mandarin orange, bergamot","iris, rose, patchouli","sandalwood, tonka bean, vanille, oakmoss",françois demachy,,powdery,woody,iris,rose,earthy,Active
https://www.fragrantica.com/perfume/jo-malone-london/lime-basil-mandarin-5585.html,lime-basil-mandarin,jo-malone-london,UK,unisex,"3,68",3237,1999.0,"lime, bergamot, mandarin orange","basil, thyme, iris, lilac","vetiver, patchouli",jo malone,,citrus,aromatic,fresh spicy,green,woody,Active
https://www.fragrantica.com/perfume/moschino/toy-2-bubble-gum-66098.html,toy-2-bubble-gum,moschino,Italy,women,"3,68",2785,2021.0,"candied fruits, bitter orange, lemon","bubble gum, bulgarian rose, blueberry, peach, peach blossom, cinnamon, ginger","musk, ambroxan, cedar",olivier pescheux,,fruity,sweet,rose,tropical,floral,Active
https://www.fragrantica.com/perfume/tom-ford/rose-prick-58781.html,rose-prick,tom-ford,USA,unisex,"3,68",2470,2020.0,"sichuan pepper, turmeric","may rose, bulgarian rose, turkish rose","patchouli, tonka bean",guillaume flavigny,,rose,warm spicy,patchouli,fresh spicy,earthy,Active
https://www.fragrantica.com/perfume/yves-rocher/naturelle-3116.html,naturelle,yves-rocher,France,women,"3,68",3931,2008.0,"lemon, green apple, bergamot, tagetes","peach blossom, jasmine","cedar, musk, amber",unknown,,citrus,aromatic,fruity,fresh spicy,fresh,Active
https://www.fragrantica.com/perfume/lacoste-fragrances/touch-of-pink-673.html,touch-of-pink,lacoste-fragrances,France,women,"3,68",2907,2004.0,"orange, peach, blood orange, coriander, cardamom","jasmine, coriander, cardamom, violet leaf, carrot seeds","vanilla, musk, sandalwood",domitille michalon bertier,,citrus,powdery,sweet,fruity,vanilla,Active
https://www.fragrantica.com/perfume/gres/cabotine-1061.html,cabotine,gres,France,women,"3,68",4845,1990.0,"coriander, orange blossom, black currant, cassia, plum, tangerine, peach","tuberose, hiacynth, carnation, ginger, jasmine, ylang-ylang, freesia, iris, rose, heliotrope, violet","civet, vetiver, black currant, musk, sandalwood, cedar, amber, tonka bean, vanilla",jean claude delville,,floral,white floral,aromatic,warm spicy,woody,Active
https://www.fragrantica.com/perfume/chanel/chanel-no-5-parfum-28711.html,chanel-no-5-parfum,chanel,France,women,"3,69",13217,1921.0,"aldehydes, ylang-ylang, neroli, bergamot, lemon","iris, jasmine, rose, orris root, lily-of-the-valley","civet, musk, sandalwood, amber, moss, vanilla, vetiver, patchouli",ernest beaux,,powdery,woody,aldehydic,iris,fresh,Active
https://www.fragrantica.com/perfume/chopard/wish-353.html,wish,chopard,Switzerland,women,"3,69",5392,1997.0,"coconut, strawberry, gooseberry, black locust, pear, black currant, brazilian rosewood, honeysuckle, yuzu, orange blossom","honey, milk, orchid, heliotrope, violet, osmanthus, magnolia, jasmine, lily-of-the-valley","caramel, vanilla, patchouli, toffee, incense, sandalwood, amber, tonka bean",nathalie lorson,,sweet,fruity,caramel,vanilla,lactonic,Active
https://www.fragrantica.com/perfume/creed/love-in-white-4262.html,love-in-white,creed,France,women,"3,69",2752,2005.0,orange peel,"magnolia, rice, narcissus, italian jasmine, iris, bulgarian rose","ambergris, sandalwood, vanille",erwin creed,olivier creed,floral,citrus,yellow floral,white floral,powdery,Active
https://www.fragrantica.com/perfume/elizabeth-arden/arden-beauty-88.html,arden-beauty,elizabeth-arden,USA,women,"3,69",2579,2002.0,"green notes, rice flower, iris, bergamot","lotus, rhubarb, lily, ginger, orchid","musk, sandalwood, amber",antoine lie,,green,floral,powdery,white floral,sweet,Active
https://www.fragrantica.com/perfume/juliette-has-a-gun/mmmm-40461.html,mmmm,juliette-has-a-gun,France,unisex,"3,69",4129,2016.0,"raspberry, geranium, neroli","tuberose, iris, orange blossom, jasmine sambac","vanilla, caramel, sandalwood, heliotrope, white musk, patchouli",unknown,,powdery,sweet,vanilla,white floral,fruity,Active
https://www.fragrantica.com/perfume/mugler/aura-mugler-45639.html,aura-mugler,mugler,France,women,"3,69",9582,2017.0,"rhubarb leaf, bergamot","green notes, orange blossom, ylang-ylang, pear","bourbon vanilla, woody notes, amberwood, sandalwood, coumarin",unknown,,green,woody,vanilla,sweet,fruity,Active
https://www.fragrantica.com/perfume/antonio-banderas/blue-seduction-3751.html,blue-seduction,antonio-banderas,USA,women,"3,69",2040,2008.0,"melon, bergamot, pear, violet leaf","peony, jasmine, lily-of-the-valley, gardenia, bulgarian rose","raspberry, patchouli, musk, benzoin",unknown,,fruity,fresh,sweet,aquatic,white floral,Active
https://www.fragrantica.com/perfume/chloe/see-by-chloe-17123.html,see-by-chloe,chloe,France,women,"3,7",2711,2012.0,"apple blossom, bergamot","jasmine, ylang-ylang","musk, sandalwood, vanilla",michel almairac,,floral,powdery,woody,musky,white floral,Active
https://www.fragrantica.com/perfume/nina-ricci/l-air-du-temps-1014.html,l-air-du-temps,nina-ricci,France,women,"3,7",6315,1948.0,"carnation, aldehydes, rose, neroli, brazilian rosewood, peach, bergamot","carnation, cloves, gardenia, jasmine, ylang-ylang, rose, violet, orris root, rosemary, orchid","spices, iris, oakmoss, musk, sandalwood, benzoin, amber, vetiver, cedar",francis fabron,,warm spicy,floral,woody,powdery,white floral,Active
https://www.fragrantica.com/perfume/yves-rocher/tendre-jasmin-3790.html,tendre-jasmin,yves-rocher,France,women,"3,7",3032,2008.0,"jasmine, mandarin orange, lemon",jasmine,"jasmine, mimosa",jacques cavallier,,white floral,citrus,yellow floral,floral,powdery,Active
https://www.fragrantica.com/perfume/yves-rocher/so-elixir-purple-eau-de-parfum-16069.html,so-elixir-purple-eau-de-parfum,yves-rocher,France,women,"3,7",3014,2012.0,bergamot,"tuberose, vetiver","patchouli, incense, tonka bean, vanilla, woodsy notes, benzoin",marie salamagne,,woody,amber,vanilla,warm spicy,tuberose,Active
https://www.fragrantica.com/perfume/slava-zaitsev/maroussia-1196.html,maroussia,slava-zaitsev,Russia,women,"3,7",2902,1992.0,"aldehydes, orange blossom, peach, bergamot","carnation, ylang-ylang, tuberose, heliotrope, iris, jasmine, rose, orchid, lily-of-the-valley","civet, sandalwood, amber, benzoin, vanilla, musk, tonka bean, cedar",unknown,,powdery,amber,woody,vanilla,warm spicy,Active
https://www.fragrantica.com/perfume/sarah-jessica-parker/covet-1404.html,covet,sarah-jessica-parker,USA,women,"3,7",3819,2007.0,"sicilian lemon, lavender, dark chocolate, pelargonium leaf","lily-of-the-valley, honeysuckle, magnolia","musk, cashmere wood, teak wood, vetiver, amber",ann gottlieb,frank voelkl,aromatic,citrus,lavender,chocolate,woody,Active
https://www.fragrantica.com/perfume/gloria-vanderbilt/vanderbilt-955.html,vanderbilt,gloria-vanderbilt,USA,women,"3,7",4710,1982.0,"aldehydes, pineapple, orange blossom, lavender, green notes, bergamot","carnation, tuberose, ylang-ylang, orris root, jasmine, rose","vanilla, sandalwood, cinnamon, opoponax, musk, civet, vetiver",sophia grojsman,,white floral,warm spicy,sweet,woody,floral,Active
